Admit ID,RFP % Present,RFP Last Status,RFP Last Internal Rating,RFP Last TRACK Score,RFP Tech Ability,RFP Learnability,Last Graduation,RFP Communicability,RFP Avg TRACK Score,TechCategory,Year,Practice Head
CIC042021-8409,96.0,Need Less Help,Improvement needed,3.34,1.68,1.8,B.E. / B.TECH Non IT,0.9,4.38,FullStack_DeepTech,2019.0,Dilip
CIC042021-8410,98.0,Need More Help,Improvement needed,3.39,1.19,1.53,B.E. / B.TECH CS,0.84,3.56,AdvTech_1_2,2020.0,Dilip
CIC042021-8411,85.0,Need Less Help,Improvement needed,3.8,1.39,1.58,B.E. / B.TECH CS,0.88,3.85,FullStack_DeepTech,2017.0,Gunjan
CIC042021-8416,52.0,Need More Help,Unsatisfactory,3.34,1.02,1.11,B.E. / B.TECH CS,0.59,2.72,BasicTech,2020.0,Ashish
CIC042021-8419,80.0,Need Less Help,Meets expectations,3.89,1.25,1.61,B.E. / B.TECH CS,0.83,3.68,BasicTech,2017.0,Sunil
CIC042021-8420,94.0,Need Less Help,Improvement needed,3.62,1.33,1.46,BSc CS,0.84,3.62,AdvTech_1_2,2020.0,Gunjan
CIC042021-8421,60.0,Need No Help,Meets expectations,3.34,1.43,1.66,B.E. / B.TECH CS,0.93,4.02,FullStack_DeepTech,2021.0,Sunil
CIC042021-8422,100.0,Need More Help,Improvement needed,3.34,1.32,1.47,MCA,0.71,3.49,FullStack_DeepTech,2018.0,Ashish
CIC042021-8424,63.0,Need Less Help,Improvement needed,4.0,1.3,1.49,B.E. / B.TECH CS,0.83,3.62,FullStack_DeepTech,2020.0,Ashish
CIC042021-8445,100.0,Need Less Help,Improvement needed,3.78,1.49,1.58,MCA,0.9,3.97,FullStack_DeepTech,2018.0,Sunil
CIC042021-8446,100.0,Need No Help,Meets expectations,4.58,1.75,1.73,B.E. / B.TECH Non IT,0.94,4.42,FullStack_DeepTech,2020.0,Ashish
CIC042021-8448,98.0,Need More Help,Improvement needed,3.27,0.86,1.07,B.E. / B.TECH Non IT,0.65,2.58,BasicTech,2018.0,Sunil
CIC042021-8450,90.0,Need Less Help,Improvement needed,3.6,1.3,1.45,B.E. / B.TECH CS,0.85,3.6,FullStack_DeepTech,2018.0,Gunjan
CIC042021-8452,88.0,Need Less Help,Meets expectations,3.96,1.52,1.65,B.E. / B.TECH Non IT,0.77,3.94,AdvTech_1_2,2015.0,Dilip
CIC042021-8453,100.0,Need Less Help,Meets expectations,4.04,1.55,1.62,B.E. / B.TECH Non IT,0.84,4.01,FullStack_DeepTech,2019.0,Gunjan
CIC042021-8455,94.0,Need Less Help,Meets expectations,4.04,1.65,1.64,MSc CS/IT,0.87,4.17,AdvTech_1_2,2020.0,Gunjan
CIC042021-8457,59.0,Need Less Help,Improvement needed,3.54,1.27,1.42,BCA IT,0.74,3.43,AdvTech_1_2,2018.0,Ashish
CIC042021-8461,82.0,Need No Help,Exceeds expectations,3.34,1.63,1.76,B.E. / B.TECH CS,0.88,4.26,FullStack_DeepTech,2020.0,Dilip
CIC042021-8468,55.0,Need More Help,Unsatisfactory,3.02,1.28,1.26,BSc CS,0.72,3.26,AdvTech_1_2,2020.0,Ashish
CIC042021-8469,60.0,Need Less Help,Improvement needed,3.61,1.24,1.48,MCA,0.77,3.48,BasicTech,2020.0,Ashish
CIC042021-8470,83.0,Need More Help,Improvement needed,3.13,1.25,1.3,B.E. / B.TECH Non IT,0.75,3.3,AdvTech_1_2,2020.0,Gunjan
CIC042021-8471,98.0,Need Less Help,Meets expectations,3.78,1.43,1.68,BSc CS,0.94,4.05,FullStack_DeepTech,2019.0,Sunil
CIC042021-8472,96.0,Need More Help,Unsatisfactory,3.0,1.2,1.32,B.E. / B.TECH Non IT,0.71,3.23,FullStack_DeepTech,2019.0,Gunjan
CIC042021-8475,54.0,Need Less Help,Improvement needed,3.52,1.33,1.42,B.E. / B.TECH Non IT,0.74,3.49,AdvTech_1_2,2016.0,Ashish
CIC042021-8476,100.0,Need Less Help,Improvement needed,3.75,1.7,1.78,MCA,0.89,4.37,FullStack_DeepTech,2019.0,Dilip
CIC042021-8477,96.0,Need More Help,Unsatisfactory,3.2,1.18,1.31,B.E. / B.TECH Non IT,0.68,3.16,BasicTech,2018.0,Gunjan
CIC042021-8478,100.0,Need More Help,Improvement needed,3.37,1.59,1.67,B.E. / B.TECH Non IT,0.82,4.07,AdvTech_1_2,2020.0,Dilip
CIC042021-8480,100.0,Need Less Help,Improvement needed,3.35,1.24,1.35,B.E. / B.TECH Non IT,0.81,3.39,AdvTech_1_2,2018.0,Gunjan
CIC042021-8482,81.0,Need More Help,Unsatisfactory,3.0,1.17,1.37,MCA,0.72,3.26,BasicTech,2019.0,Gunjan
CIC042021-8486,98.0,Need Less Help,Improvement needed,3.34,1.44,1.55,B.E. / B.TECH Non IT,0.77,3.76,FullStack_DeepTech,2020.0,Dilip
CIC042021-8487,75.0,Need No Help,Meets expectations,3.34,1.45,1.67,B.E. / B.TECH CS,0.98,4.1,FullStack_DeepTech,2018.0,Sunil
CIC042021-8492,84.0,Need Less Help,Meets expectations,3.92,1.52,1.65,MCA,0.93,4.1,AdvTech_1_2,2019.0,Sunil
CIC042021-8494,98.0,Need Less Help,Meets expectations,4.16,1.64,1.66,B.E. / B.TECH Non IT,0.83,4.12,FullStack_DeepTech,2019.0,Gunjan
CIC042021-8496,66.0,Need No Help,Meets expectations,3.34,1.63,1.65,B.E. / B.TECH Non IT,0.83,4.11,FullStack_DeepTech,2018.0,Dilip
CIC042021-8514,94.0,Need More Help,Improvement needed,3.25,1.32,1.43,MCA IT,0.77,3.52,FullStack_DeepTech,2019.0,Sunil
CIC042021-8519,87.0,Need More Help,Exceeds expectations,2.03,1.25,1.3,B.E. / B.TECH CS,0.71,3.26,AdvTech_1_2,2020.0,Sunil
CIC042021-8523,98.0,Need Less Help,Improvement needed,4.09,1.45,1.62,B.E. / B.TECH CS,0.84,3.9,AdvTech_1_2,2018.0,Dilip
CIC042021-8524,85.0,Need Less Help,Improvement needed,3.45,1.43,1.42,B.E. / B.TECH Non IT,0.65,3.5,FullStack_DeepTech,2018.0,Ashish
CIC042021-8653,98.0,Need Less Help,Meets expectations,4.24,1.64,1.62,B.E. / B.TECH Non IT,0.78,4.03,FullStack_DeepTech,2018.0,Gunjan
CIC042021-8656,100.0,Need Less Help,Meets expectations,4.04,1.53,1.6,B.E. / B.TECH Non IT,0.81,3.94,FullStack_DeepTech,2019.0,Sunil
CIC042022-11669,94.0,Need Less Help,Meets expectations,4.03,1.57,1.55,B.E. / B.TECH CS,0.83,3.95,AdvTech_1_2,2018.0,Ashish
CIC042022-11697,85.0,Need Less Help,Meets expectations,3.5,1.35,1.46,BSc CS,0.82,3.63,AdvTech_1_2,2020.0,Ashish
CIC042022-11698,98.0,Need More Help,Meets expectations,3.56,0.99,1.3,B.E. / B.TECH Non IT,0.93,3.22,AdvTech_1_2,2021.0,Ashish
CIC042022-11712,81.0,Need Less Help,Improvement needed,3.54,1.31,1.44,B-tech,0.8,3.55,AdvTech_1_2,2019.0,Gunjan
CIC042022-11727,91.0,Need Less Help,Improvement needed,3.8,1.42,1.43,B.E. / B.TECH CS,0.79,3.64,FullStack_DeepTech,2019.0,Gunjan
CIC042022-11763,92.0,Need More Help,Improvement needed,3.44,1.05,1.39,B.E. / B.TECH Non IT,0.94,3.37,FullStack_DeepTech,2016.0,Ashish
CIC042022-11766,82.0,Need Less Help,Meets expectations,3.98,1.29,1.44,B.E. / B.TECH,0.74,3.46,AdvTech_1_2,2020.0,Ashish
CIC042022-11776,76.0,Need More Help,Unsatisfactory,2.0,0.79,0.77,B.E. / B.TECH CS,0.44,2.0,BasicTech,2019.0,Sunil
CIC042022-11777,64.0,Need Less Help,Meets expectations,3.74,1.2,1.48,B.E. / B.TECH Non IT,0.79,3.47,AdvTech_1_2,2019.0,Ashish
CIC042022-11779,94.0,Need Less Help,Meets expectations,4.12,1.48,1.41,B.E. / B.TECH,0.93,3.81,FullStack_DeepTech,2020.0,Sunil
CIC042022-11780,97.0,Need Less Help,Meets expectations,4.34,1.57,1.68,B.E. / B.TECH,0.84,4.09,FullStack_DeepTech,2021.0,Sunil
CIC042022-11782,91.0,Need Less Help,Meets expectations,4.02,1.37,1.6,B.E. / B.TECH IT,0.82,3.79,FullStack_DeepTech,2019.0,Ashish
CIC042022-11784,98.0,Need Less Help,Meets expectations,4.22,1.71,1.69,B.E. / B.TECH Non IT,0.85,4.25,FullStack_DeepTech,2019.0,Gunjan
CIC042022-11816,95.0,Need Less Help,Meets expectations,4.0,1.44,1.43,B.E. / B.TECH Non IT,0.93,3.79,AdvTech_1_2,2019.0,Sunil
CIC042022-11817,95.0,Need Less Help,Improvement needed,3.87,1.36,1.43,B.E. / B.TECH Non IT,0.88,3.66,AdvTech_1_2,2019.0,Sunil
CIC042022-11818,94.0,Need Less Help,Meets expectations,4.28,1.58,1.61,B.E. / B.TECH,0.84,4.03,FullStack_DeepTech,2021.0,Sunil
CIC042022-11819,98.0,Need Less Help,Meets expectations,4.37,1.48,1.54,B.E. / B.TECH CS,0.94,3.95,FullStack_DeepTech,2021.0,Sunil
CIC042022-11829,100.0,Need More Help,Improvement needed,3.53,1.41,1.42,BCA,0.74,3.56,BasicTech,2019.0,Sunil
CIC042022-11835,94.0,Need Less Help,Meets expectations,4.22,1.6,1.68,B.E. / B.TECH,0.75,4.03,FullStack_DeepTech,2019.0,Sunil
CIC042022-11838,95.0,Need Less Help,Meets expectations,4.02,1.34,1.48,B.E. / B.TECH IT,0.73,3.55,AdvTech_1_2,2020.0,Sunil
CIC042022-11842,88.0,Need Less Help,Improvement needed,3.61,1.32,1.4,B.E. / B.TECH Non IT,0.74,3.46,BasicTech,2019.0,Gunjan
CIC042022-11845,80.0,Need Less Help,Improvement needed,3.36,1.23,1.4,B.E. / B.TECH Non IT,0.78,3.4,FullStack_DeepTech,2021.0,Nagendra
CIC042022-11868,92.0,Need Less Help,Meets expectations,4.03,1.36,1.46,B.E. / B.TECH,0.85,3.67,AdvTech_1_2,2021.0,Sunil
CIC042022-11869,95.0,Need Less Help,Meets expectations,4.25,1.37,1.49,B.E. / B.TECH,0.89,3.74,AdvTech_1_2,2021.0,Sunil
CIC042022-11873,92.0,Need More Help,Improvement needed,3.68,1.4,1.48,B.E. / B.TECH,0.72,3.6,AdvTech_1_2,2021.0,Sunil
CIC042022-11903,86.0,Need Less Help,Improvement needed,3.28,1.28,1.45,B.E. / B.TECH CS,0.78,3.51,FullStack_DeepTech,2017.0,Ashish
CIC042022-11906,86.0,Need Less Help,Improvement needed,3.54,1.39,1.45,B.E. / B.TECH CS,0.76,3.6,FullStack_DeepTech,2020.0,Gunjan
CIC042022-11917,97.0,Need Less Help,Meets expectations,4.34,1.73,1.73,B.E. / B.TECH Non IT,0.85,4.31,FullStack_DeepTech,2018.0,Gunjan
CIC052021-8499,96.0,Need More Help,Improvement needed,3.28,0.86,1.31,B.E. / B.TECH Non IT,0.78,2.95,AdvTech_1_2,2019.0,Sunil
CIC052021-8501,98.0,Need Less Help,Improvement needed,3.81,1.61,1.74,M.E. / M.Tech CS/IT,0.85,4.19,FullStack_DeepTech,2021.0,Dilip
CIC052021-8505,68.0,Need Less Help,Improvement needed,3.24,1.29,1.47,B.E. / B.TECH CS,0.78,3.54,AdvTech_1_2,2021.0,Dilip
CIC052021-8506,100.0,Need Less Help,Improvement needed,3.98,1.34,1.46,B.E. / B.TECH CS,0.69,3.49,AdvTech_1_2,2019.0,Ashish
CIC052021-8512,95.0,Need Less Help,Meets expectations,4.28,1.7,1.58,B.E. / B.TECH IT,0.91,4.19,FullStack_DeepTech,2020.0,Ashish
CIC052021-8518,100.0,Need Less Help,Improvement needed,2.92,1.62,1.7,B.E. / B.TECH IT,0.82,4.04,AdvTech_1_2,2018.0,Dilip
CIC052021-8521,70.0,Need Less Help,Improvement needed,3.83,1.33,1.54,B.E. / B.TECH IT,0.86,3.73,FullStack_DeepTech,2018.0,Dilip
CIC052021-8526,98.0,Need Less Help,Meets expectations,4.23,1.34,1.85,B.E. / B.TECH Non IT,0.98,4.16,FullStack_DeepTech,2019.0,Sunil
CIC052021-8527,100.0,Need Less Help,Improvement needed,3.65,1.4,1.54,B.E. / B.TECH Non IT,0.79,3.73,AdvTech_1_2,2018.0,Ashish
CIC052021-8528,93.0,Need Less Help,Meets expectations,3.48,1.2,1.51,B.E. / B.TECH Non IT,0.77,3.47,FullStack_DeepTech,2019.0,Sunil
CIC052021-8531,93.0,Need Less Help,Improvement needed,3.95,1.3,1.46,MSc CS/IT,0.79,3.56,BasicTech,2021.0,Dilip
CIC052021-8532,83.0,Need Less Help,Improvement needed,3.34,1.24,1.65,B.E. / B.TECH Non IT,0.81,3.7,AdvTech_1_2,2019.0,Dilip
CIC052021-8533,86.0,Need More Help,Improvement needed,3.8,1.4,1.54,B.E. / B.TECH Non IT,0.76,3.7,AdvTech_1_2,2020.0,Ashish
CIC052021-8537,93.0,Need Less Help,Meets expectations,3.55,1.0,1.14,B.E. / B.TECH Non IT,0.75,2.88,AdvTech_1_2,2020.0,Sunil
CIC052021-8540,100.0,Need More Help,Improvement needed,3.74,1.37,1.38,B.E. / B.TECH Non IT,0.93,3.67,AdvTech_1_2,2019.0,Ashish
CIC052021-8542,96.0,Need More Help,Improvement needed,4.27,1.46,1.68,B.E. / B.TECH CS,0.79,3.92,FullStack_DeepTech,2021.0,Sunil
CIC052021-8543,92.0,Need Less Help,Meets expectations,4.28,1.76,1.57,B.E. / B.TECH CS,0.82,4.15,FullStack_DeepTech,2020.0,Ashish
CIC052021-8544,95.0,Need Less Help,Meets expectations,3.73,1.46,1.58,B.E. / B.TECH Non IT,0.74,3.78,AdvTech_1_2,2021.0,Ashish
CIC052021-8546,34.0,Need More Help,Improvement needed,3.34,1.2,1.25,B.E. / B.TECH CS,0.74,3.18,BasicTech,2020.0,Ashish
CIC052021-8547,97.0,Need More Help,Improvement needed,3.8,1.46,1.44,B.E. / B.TECH Non IT,0.78,3.68,AdvTech_1_2,2019.0,Ashish
CIC052021-8548,96.0,Need More Help,Improvement needed,3.73,1.31,1.44,B.E. / B.TECH IT,0.81,3.56,AdvTech_1_2,2021.0,Dilip
CIC052021-8549,100.0,Need Less Help,Meets expectations,4.34,1.7,1.7,M.E. / M.Tech CS/IT,0.82,4.22,FullStack_DeepTech,2020.0,Ashish
CIC052021-8554,100.0,Need Less Help,Meets expectations,3.77,1.26,1.31,B.E. / B.TECH Non IT,0.73,3.31,AdvTech_1_2,2019.0,Ashish
CIC052021-8557,94.0,Need Less Help,Meets expectations,3.49,1.29,1.43,B.E. / B.TECH Non IT,0.69,3.41,FullStack_DeepTech,2018.0,Sunil
CIC052021-8558,79.0,Need Less Help,Improvement needed,3.97,1.42,1.51,B.E. / B.TECH CS,0.82,3.75,AdvTech_1_2,2019.0,Dilip
CIC052021-8560,96.0,Need Less Help,Meets expectations,3.94,1.38,1.48,B.E. / B.TECH Non IT,0.73,3.6,AdvTech_1_2,2017.0,Gunjan
CIC052021-8564,100.0,Need No Help,Meets expectations,4.52,1.74,1.78,B.E. / B.TECH Non IT,0.92,4.44,FullStack_DeepTech,2021.0,Ashish
CIC052021-8574,88.0,Need More Help,Improvement needed,3.47,1.34,1.64,B.E. / B.TECH Non IT,0.8,3.78,FullStack_DeepTech,2016.0,Sunil
CIC052021-8575,25.0,Need More Help,Unsatisfactory,3.34,1.13,1.12,MCA,0.61,2.86,AdvTech_1_2,2019.0,Dilip
CIC052021-8578,98.0,Need Less Help,Improvement needed,3.63,1.4,1.47,MCA,0.77,3.63,AdvTech_1_2,2019.0,Dilip
CIC052021-8579,80.0,Need Less Help,Meets expectations,4.1,1.4,1.66,MCA,0.66,3.72,AdvTech_1_2,2019.0,Sunil
CIC052021-8581,62.0,Need Less Help,Meets expectations,4.16,1.5,1.59,B.E. / B.TECH IT,0.91,4.0,FullStack_DeepTech,2019.0,Dilip
CIC052021-8584,100.0,Need Less Help,Meets expectations,3.97,1.51,1.53,B.E. / B.TECH Non IT,0.81,3.85,BasicTech,2020.0,Ashish
CIC052021-8585,41.0,Need Less Help,Meets expectations,3.91,1.39,1.62,B.E. / B.TECH Non IT,0.82,3.83,AdvTech_1_2,2018.0,Ashish
CIC052021-8589,100.0,Need More Help,Improvement needed,3.94,1.29,1.65,B.E. / B.TECH CS,0.77,3.7,FullStack_DeepTech,2019.0,Dilip
CIC052021-8591,98.0,Need Less Help,Meets expectations,3.98,1.45,1.39,BSc CS,0.65,3.49,AdvTech_1_2,2017.0,Sunil
CIC052021-8594,28.0,Need More Help,Unsatisfactory,3.34,1.07,1.25,B.E. / B.TECH Non IT,0.61,2.93,AdvTech_1_2,2020.0,Dilip
CIC052021-8595,77.0,Need Less Help,Meets expectations,4.57,1.64,1.83,B.E. / B.TECH Non IT,0.89,4.36,AdvTech_1_2,2018.0,Sunil
CIC052021-8596,96.0,Need Less Help,Improvement needed,3.34,1.43,1.5,B.E. / B.TECH Non IT,0.77,3.7,FullStack_DeepTech,2019.0,Dilip
CIC052021-8598,80.0,Need Less Help,Improvement needed,3.8,1.49,1.47,B.E. / B.TECH Non IT,0.71,3.67,AdvTech_1_2,2020.0,Gunjan
CIC052021-8609,83.0,Need Less Help,Meets expectations,3.67,1.49,1.5,B.E. / B.TECH Non IT,0.62,3.61,AdvTech_1_2,2020.0,Ashish
CIC052021-8611,100.0,Need More Help,Improvement needed,2.42,1.33,1.43,MCA,0.8,3.56,FullStack_DeepTech,2020.0,Sunil
CIC052021-8612,76.0,Need Less Help,Improvement needed,4.07,1.49,1.64,B.E. / B.TECH CS,0.83,3.95,AdvTech_1_2,2021.0,Dilip
CIC052021-8615,97.0,Need Less Help,Meets expectations,4.4,1.6,1.7,B.E. / B.TECH Non IT,0.89,4.19,FullStack_DeepTech,2020.0,Dilip
CIC052021-8618,79.0,Need More Help,Unsatisfactory,1.89,0.8,0.99,B.E. / B.TECH Non IT,0.57,2.29,AdvTech_1_2,2018.0,Ashish
CIC052021-8619,95.0,Need Less Help,Improvement needed,3.97,1.37,1.49,B.E. / B.TECH Non IT,0.83,3.68,AdvTech_1_2,2018.0,Dilip
CIC052021-8620,90.0,Need Less Help,Improvement needed,3.84,1.31,1.43,B.E. / B.TECH Non IT,0.76,3.5,FullStack_DeepTech,2021.0,Nagendra
CIC052021-8623,60.0,Need Less Help,Meets expectations,3.34,1.46,1.49,B.E. / B.TECH Non IT,0.88,3.83,AdvTech_1_2,2015.0,Dilip
CIC052021-8624,97.0,Need No Help,Meets expectations,4.28,1.55,1.67,MCA,0.89,4.11,FullStack_DeepTech,2020.0,Dilip
CIC052021-8625,78.0,Need Less Help,Improvement needed,4.01,1.54,1.52,MCA,0.81,3.87,AdvTech_1_2,2021.0,Dilip
CIC052021-8627,100.0,Need Less Help,Exceptional,4.4,1.61,1.65,B.E. / B.TECH Non IT,0.96,4.22,FullStack_DeepTech,2021.0,Ashish
CIC052021-8629,100.0,Need Less Help,Improvement needed,3.85,1.28,1.58,B.E. / B.TECH Non IT,0.94,3.8,AdvTech_1_2,2020.0,Ashish
CIC052021-8637,100.0,Need Less Help,Improvement needed,3.74,1.27,1.42,B.E. / B.TECH Non IT,0.66,3.35,AdvTech_1_2,2020.0,Gunjan
CIC052021-8638,100.0,Need No Help,Meets expectations,4.28,1.55,1.54,B.E. / B.TECH Non IT,0.82,3.92,FullStack_DeepTech,2020.0,Gunjan
CIC052021-8639,96.0,Need No Help,Meets expectations,4.21,1.54,1.59,MCA,0.81,3.94,FullStack_DeepTech,2019.0,Gunjan
CIC052021-8640,98.0,Need No Help,Meets expectations,4.27,1.63,1.61,B.E. / B.TECH CS,0.78,4.01,FullStack_DeepTech,2018.0,Gunjan
CIC052021-8641,98.0,Need Less Help,Improvement needed,3.76,1.26,1.42,B.E. / B.TECH Non IT,0.71,3.38,AdvTech_1_2,2019.0,Gunjan
CIC052021-8642,94.0,Need Less Help,Improvement needed,3.34,1.49,1.39,B.E. / B.TECH CS,0.82,3.7,FullStack_DeepTech,2018.0,Dilip
CIC052021-8650,80.0,Need No Help,Meets expectations,4.33,1.7,1.63,BSc Non IT,0.8,4.13,AdvTech_1_2,2020.0,Gunjan
CIC052021-8651,96.0,Need Less Help,Meets expectations,3.34,1.5,1.53,B.E. / B.TECH CS,0.79,3.81,FullStack_DeepTech,2019.0,Dilip
CIC052021-8655,100.0,Need More Help,Improvement needed,3.71,1.33,1.48,B.E. / B.TECH CS,0.8,3.61,FullStack_DeepTech,2021.0,Sunil
CIC052021-8663,100.0,Need Less Help,Meets expectations,3.94,1.44,1.49,B.E. / B.TECH Non IT,0.72,3.65,AdvTech_1_2,2020.0,Gunjan
CIC052021-8665,36.0,Need Less Help,Improvement needed,3.51,1.06,1.55,B.E. / B.TECH Non IT,0.76,3.37,BasicTech,2021.0,Ashish
CIC052021-8667,100.0,Need Less Help,Improvement needed,3.34,1.47,1.4,B.E. / B.TECH Non IT,0.76,3.63,FullStack_DeepTech,2021.0,Dilip
CIC052022-11930,100.0,Need Less Help,Meets expectations,3.68,1.4,1.44,B.E. / B.TECH Non IT,0.74,3.58,FullStack_DeepTech,2019.0,Ashish
CIC052022-11932,93.0,Need More Help,Improvement needed,3.29,1.18,1.47,B.E. / B.TECH CS,0.75,3.4,BasicTech,2021.0,Ashish
CIC052022-11947,100.0,Need Less Help,Meets expectations,4.27,1.78,1.68,B.E. / B.TECH Non IT,0.86,4.32,FullStack_DeepTech,2018.0,Ashish
CIC052022-11951,88.0,Need More Help,Improvement needed,3.48,1.23,1.5,B.E. / B.TECH Non IT,0.69,3.43,AdvTech_1_2,2018.0,Ashish
CIC052022-11953,98.0,Need More Help,Improvement needed,3.34,1.37,1.38,B.E. / B.TECH IT,0.76,3.51,AdvTech_1_2,2019.0,Ashish
CIC052022-11959,100.0,Need Less Help,Meets expectations,3.92,1.58,1.48,B.E. / B.TECH CS,0.73,3.79,FullStack_DeepTech,2018.0,Nagendra
CIC052022-11979,100.0,Need Less Help,Meets expectations,4.07,1.58,1.68,B.E. / B.TECH CS,0.94,4.2,FullStack_DeepTech,2020.0,Ashish
CIC052022-11986,84.0,Need More Help,Improvement needed,3.29,1.23,1.52,B.E. / B.TECH Non IT,0.75,3.5,AdvTech_1_2,2020.0,Ashish
CIC052022-11999,91.0,Need Less Help,Meets expectations,3.67,1.31,1.56,B.E. / B.TECH Non IT,0.81,3.68,FullStack_DeepTech,2019.0,Ashish
CIC052022-12005,100.0,Need More Help,Improvement needed,3.19,1.3,1.35,MCA,0.72,3.37,BasicTech,2022.0,Ashish
CIC052022-12006,89.0,Need More Help,Improvement needed,3.72,1.29,1.6,MCA,0.79,3.68,FullStack_DeepTech,2022.0,Ashish
CIC052022-12010,98.0,Need Less Help,Meets expectations,3.92,1.58,1.48,B.E. / B.TECH Non IT,0.74,3.8,FullStack_DeepTech,2019.0,Nagendra
CIC052022-12034,98.0,Need More Help,Improvement needed,3.33,1.31,1.38,B.E. / B.TECH CS,0.72,3.41,AdvTech_1_2,2021.0,Ashish
CIC052022-12035,97.0,Need Less Help,Meets expectations,4.01,1.54,1.72,MCA,0.8,4.06,FullStack_DeepTech,2017.0,Ashish
CIC052022-12050,100.0,Need Less Help,Meets expectations,3.5,1.4,1.38,B.E. / B.TECH IT,0.78,3.56,FullStack_DeepTech,2021.0,Ashish
CIC052022-12068,98.0,Need Less Help,Meets expectations,3.92,1.58,1.46,B.E. / B.TECH Non IT,0.74,3.77,FullStack_DeepTech,2019.0,Nagendra
CIC052022-12104,98.0,Need Less Help,Meets expectations,3.98,1.33,1.6,MCA,0.86,3.78,FullStack_DeepTech,2019.0,Ashish
CIC052022-12120,100.0,Need More Help,Improvement needed,3.6,1.3,1.46,MCA,0.88,3.64,AdvTech_1_2,2019.0,Sunil
CIC052022-12143,100.0,Need More Help,Improvement needed,3.62,1.4,1.55,B.E. / B.TECH Non IT,0.7,3.65,AdvTech_1_2,2021.0,Sunil
CIC052022-12144,100.0,Need More Help,Improvement needed,3.62,1.44,1.46,B.E. / B.TECH Non IT,0.76,3.66,AdvTech_1_2,2021.0,Sunil
CIC052022-12146,90.0,Need Less Help,Meets expectations,3.9,1.22,1.6,M.E. / M.Tech CS/IT,0.9,3.72,AdvTech_1_2,2019.0,Ashish
CIC052022-12152,100.0,Need More Help,Improvement needed,3.62,1.4,1.49,B.E. / B.TECH Non IT,0.76,3.65,AdvTech_1_2,2021.0,Sunil
CIC052022-12153,100.0,Need More Help,Improvement needed,3.49,1.18,1.56,B.E. / B.TECH Non IT,0.82,3.56,FullStack_DeepTech,2021.0,Ashish
CIC062021-8672,91.0,Need More Help,Improvement needed,3.76,1.19,1.56,MCA,0.77,3.52,AdvTech_1_2,2020.0,Sunil
CIC062021-8677,93.0,Need More Help,Unsatisfactory,2.77,0.74,1.08,B.E. / B.TECH CS,0.57,2.4,BasicTech,2020.0,Sunil
CIC062021-8689,98.0,Need Less Help,Improvement needed,3.72,1.29,1.4,B.E. / B.TECH Non IT,0.71,3.41,BasicTech,2017.0,Gunjan
CIC062021-8690,100.0,Need No Help,Exceeds expectations,4.7,1.66,1.75,B.E. / B.TECH CS,0.87,4.17,FullStack_DeepTech,2021.0,Ashish
CIC062021-8691,86.0,Need Less Help,Improvement needed,3.72,1.43,1.46,B.E. / B.TECH Non IT,0.66,3.56,AdvTech_1_2,2018.0,Gunjan
CIC062021-8692,93.0,Need Less Help,Meets expectations,4.08,1.46,1.7,B.E. / B.TECH Non IT,0.94,4.1,FullStack_DeepTech,2019.0,Dilip
CIC062021-8693,88.0,Need No Help,Meets expectations,4.02,1.45,1.6,B.E. / B.TECH Non IT,0.84,3.88,AdvTech_1_2,2021.0,Nagendra
CIC062021-8697,98.0,Need No Help,Exceeds expectations,4.76,1.67,1.71,B.E. / B.TECH IT,0.87,4.15,FullStack_DeepTech,2021.0,Ashish
CIC062021-8698,100.0,Need More Help,Improvement needed,3.92,1.25,1.57,B.E. / B.TECH Non IT,0.77,3.59,BasicTech,2019.0,Sunil
CIC062021-8700,84.0,Need More Help,Unsatisfactory,3.34,0.86,0.93,B.E. / B.TECH CS,0.54,2.33,BasicTech,2021.0,Sunil
CIC062021-8701,90.0,Need Less Help,Improvement needed,3.68,1.36,1.43,B.E. / B.TECH IT,0.75,3.55,AdvTech_1_2,2021.0,Sunil
CIC062021-8705,92.0,Need More Help,Improvement needed,3.57,1.22,1.44,B.E. / B.TECH CS,0.81,3.47,BasicTech,2021.0,Ashish
CIC062021-8709,100.0,Need Less Help,Meets expectations,3.21,1.26,1.46,B.E. / B.TECH Non IT,0.8,3.51,FullStack_DeepTech,2019.0,Ashish
CIC062021-8711,98.0,Need Less Help,Meets expectations,3.34,1.43,1.53,PG Non IT,0.85,3.81,AdvTech_1_2,2020.0,Dilip
CIC062021-8712,75.0,Need Less Help,Meets expectations,4.04,1.51,1.5,B.E. / B.TECH CS,0.81,3.82,AdvTech_1_2,2019.0,Gunjan
CIC062021-8717,79.0,Need More Help,Improvement needed,2.67,0.89,0.92,B.E. / B.TECH Non IT,0.5,2.3,BasicTech,2021.0,Sunil
CIC062021-8718,88.0,Need Less Help,Meets expectations,3.39,1.16,1.52,B.E. / B.TECH CS,0.75,3.43,FullStack_DeepTech,2018.0,Ashish
CIC062021-8720,92.0,Need Less Help,Improvement needed,3.34,1.4,1.51,B.E. / B.TECH CS,0.79,3.7,FullStack_DeepTech,2020.0,Dilip
CIC062021-8723,98.0,Need Less Help,Improvement needed,3.98,1.58,1.75,B.E. / B.TECH CS,0.91,4.24,FullStack_DeepTech,2018.0,Gunjan
